date,hour,type,0,1,2,3,4,5,6,7
201506010,0,PM10,161.18000000000004,140.92000000000002,148.66,102.575,150.75,165.89999999999998,119.63333333333334,121.53333333333335
201506011,1,PM10,158.66,145.85999999999999,151.35999999999999,81.5,132.4333333333333,145.725,115.5,138.63333333333333
201506012,2,PM10,150.34,155.50000000000003,148.82,79.425,134.725,148.525,122.7,132.1
201506013,3,PM10,160.20000000000002,142.32000000000002,152.61999999999998,77.77499999999999,136.975,156.5,114.8,140.63333333333335
201506014,4,PM10,158.81999999999996,140.24,152.26,80.44999999999999,126.15,150.725,109.05000000000001,135.33333333333334
201506015,5,PM10,164.17999999999998,128.2,153.98,84.775,127.45,151.3,107.375,141.70000000000002
201506016,6,PM10,194.03999999999996,128.48,145.12000000000003,96.6,137.675,180.1,111.875,151.36666666666667
201506017,7,PM10,178.58,137.64000000000001,167.1,113.3,169.725,182.39999999999998,166.24999999999997,184.33333333333334
201506018,8,PM10,208.29999999999998,171.02,181.10000000000002,107.26666666666668,175.52499999999998,194.3,152.85000000000002,209.29999999999998
201506019,9,PM10,212.98000000000002,185.92,213.78000000000003,113.675,190.2,211.0333333333333,160.47500000000002,205.25
2015060110,10,PM10,221.35000000000002,178.76,207.56,111.35000000000001,176.0,205.975,134.85,198.30000000000004
2015060111,11,PM10,224.19999999999996,179.18,224.54000000000002,145.475,190.425,210.725,135.35,190.39999999999998
2015060112,12,PM10,227.98,150.26,200.36,164.6,172.77499999999998,207.3,235.2,203.30000000000004
2015060113,13,PM10,217.34,188.57999999999998,199.73999999999998,169.5,177.375,191.2,172.975,173.4666666666667
2015060114,14,PM10,207.18000000000004,170.24,201.28000000000003,208.72500000000002,194.20000000000002,188.8,172.3,172.1
2015060115,15,PM10,163.22,173.66000000000003,168.74,183.275,176.925,181.3,173.575,193.9333333333333
2015060116,16,PM10,154.28,158.94,173.34,199.95,203.85,157.25,135.82500000000002,171.10000000000002
2015060117,17,PM10,154.6,202.94,188.52,177.89999999999998,146.7,218.39999999999998,136.1,202.86666666666667
2015060118,18,PM10,72.0,53.5,224.95,211.9,94.0,218.39999999999998,124.7,159.16666666666666
2015060119,19,PM10,114.30000000000001,118.47999999999999,204.61999999999998,220.7,82.0,161.075,140.76666666666668,163.04999999999998
2015060120,20,PM10,175.32000000000002,138.95999999999998,161.06666666666666,193.47500000000002,115.82499999999999,194.95,121.19999999999999,139.5
2015060121,21,PM10,207.96000000000004,126.3,242.24000000000007,184.175,133.725,192.1,156.3,170.35
2015060122,22,PM10,329.55999999999995,180.18,266.75,170.9,167.375,204.33333333333331,158.60000000000002,90.80000000000001
2015060123,23,PM10,253.24,187.3,181.85999999999999,166.97499999999997,244.45000000000002,270.5,125.10000000000001,71.75
201506020,0,PM10,177.5,172.18,94.7,159.225,216.83333333333334,180.9,90.95,83.86666666666666
201506021,1,PM10,109.675,189.04,117.82000000000001,153.92499999999998,169.0,85.13333333333333,76.16666666666667,91.46666666666665
201506022,2,PM10,129.72,138.56,128.48000000000002,128.05,146.77499999999998,124.825,90.425,81.46666666666665
201506023,3,PM10,148.16,126.47999999999999,115.325,74.625,112.05,144.29999999999998,100.95,80.43333333333334
201506024,4,PM10,119.92,117.63999999999999,116.225,43.55,114.75,124.925,94.8,91.86666666666667
201506025,5,PM10,113.59999999999998,102.13333333333333,103.63333333333333,21.025,74.3,122.83333333333333,71.0,90.0
201506026,6,PM10,105.35000000000001,92.95,105.4,23.075,29.8,122.83333333333333,114.45,94.93333333333334
201506027,7,PM10,51.133333333333326,39.7,49.4,28.049999999999997,55.900000000000006,39.15,19.0,127.05
201506028,8,PM10,79.27499999999999,47.5,96.675,36.675,88.26666666666667,79.5,50.599999999999994,127.05
201506029,9,PM10,82.72000000000001,67.5,75.575,35.825,75.75,78.30000000000001,80.87499999999999,61.04999999999999
2015060210,10,PM10,80.12,71.83999999999999,83.6,29.775,102.25,80.5,37.25,63.73333333333333
2015060211,11,PM10,53.86000000000001,60.660000000000004,122.76000000000002,45.95,67.6,84.10000000000001,23.866666666666664,39.75
2015060212,12,PM10,43.22,46.975,70.2,29.475,53.2,56.0,24.6,41.5
2015060213,13,PM10,22.0,17.666666666666668,25.6,39.25,26.275,27.25,6.5,11.333333333333334
2015060214,14,PM10,24.666666666666668,29.333333333333332,20.6,27.5,28.666666666666668,30.333333333333332,16.5,6.5
2015060215,15,PM10,24.333333333333332,35.0,20.0,31.5,28.0,18.333333333333332,14.666666666666666,20.0
2015060216,16,PM10,26.75,52.333333333333336,22.0,28.0,30.666666666666668,15.75,25.0,17.0
2015060217,17,PM10,21.2,32.0,26.8,26.5,29.0,26.333333333333332,31.0,38.0
2015060218,18,PM10,28.599999999999998,31.0,33.4,26.5,33.333333333333336,16.0,27.0,31.333333333333332
2015060219,19,PM10,45.0,34.333333333333336,49.6,28.25,43.75,123.0,34.25,53.0
2015060220,20,PM10,40.6,31.2,80.8,28.75,44.0,111.5,36.0,27.333333333333332
2015060221,21,PM10,88.0,49.8,70.8,37.5,66.5,58.5,52.75,67.33333333333333
2015060222,22,PM10,63.4,44.4,109.0,36.25,71.0,74.75,58.5,314.0
2015060223,23,PM10,130.20000000000002,70.0,173.4,38.5,70.25,70.33333333333333,73.25,207.0
201506030,0,PM10,365.2,149.0,272.8,67.5,184.5,264.6666666666667,332.25,105.33333333333333
201506031,1,PM10,173.6,208.4,128.2,120.75,191.25,183.25,133.5,114.33333333333333
201506032,2,PM10,141.79999999999998,153.5,109.6,98.25,160.25,155.0,122.0,102.33333333333333
201506033,3,PM10,132.20000000000002,151.6,104.4,87.75,130.0,131.5,89.25,95.0
201506034,4,PM10,131.4,125.8,98.4,71.33333333333333,124.75,117.5,87.33333333333333,71.33333333333333
201506035,5,PM10,116.60000000000001,132.0,106.8,65.0,121.0,113.25,74.0,66.33333333333333
201506036,6,PM10,112.2,121.0,117.6,62.25,114.25,115.5,83.5,96.33333333333333
201506037,7,PM10,144.4,102.4,106.0,67.5,117.0,142.0,78.75,74.33333333333333
201506038,8,PM10,155.0,129.6,125.4,85.25,151.25,133.25,85.5,104.66666666666667
201506039,9,PM10,144.6,134.0,114.6,73.25,113.0,136.5,81.25,106.33333333333333
2015060310,10,PM10,146.20000000000002,137.4,83.6,78.75,87.66666666666667,134.5,43.666666666666664,64.33333333333333
2015060311,11,PM10,113.0,104.6,89.0,57.25,87.33333333333333,120.0,53.25,90.33333333333333
2015060312,12,PM10,60.333333333333336,87.25,62.333333333333336,29.0,391.5,81.5,53.25,90.33333333333333
2015060313,13,PM10,51.333333333333336,64.5,33.0,16.5,464.0,48.0,5.0,90.33333333333333
2015060314,14,PM10,82.66666666666667,48.5,70.0,15.0,281.0,62.0,35.333333333333336,11.0
2015060315,15,PM10,31.0,50.5,69.75,27.666666666666668,52.0,33.0,30.0,37.0
2015060316,16,PM10,76.25,53.4,52.75,59.333333333333336,72.0,60.666666666666664,45.0,20.5
2015060317,17,PM10,37.25,66.25,31.5,37.25,45.333333333333336,41.666666666666664,73.75,79.0
2015060318,18,PM10,57.6,73.4,50.8,69.33333333333333,60.666666666666664,89.0,80.5,64.0
2015060319,19,PM10,58.199999999999996,87.0,53.6,67.25,83.66666666666667,66.33333333333333,66.75,65.0
2015060320,20,PM10,85.2,61.2,64.6,77.25,82.0,91.75,75.5,87.33333333333333
2015060321,21,PM10,95.0,78.2,78.0,91.0,101.0,102.5,81.75,68.0
2015060322,22,PM10,100.8,103.2,81.4,96.33333333333333,98.66666666666667,127.75,68.0,79.0
2015060323,23,PM10,131.6,111.4,119.2,89.25,104.0,113.5,102.5,99.0
201506040,0,PM10,129.6,111.2,107.2,84.75,121.5,119.5,85.66666666666667,80.0
201506041,1,PM10,128.4,120.8,105.6,66.75,94.0,121.0,83.75,73.33333333333333
