date,hour,type,0,1,2,3,4,5,6,7,气温,露点,湿度,气压,风向,风速,values
201707090,0,AQI,150.83333333333334,96.6,157.5,106.33333333333331,113.5,113.66666666666669,81.0,135.0,27.0,25.0,0.89,-12.0,北,7.2,126.0
201707091,1,AQI,157.66666666666666,93.6,174.0,100.66666666666669,118.0,143.0,74.0,133.66666666666666,26.0,24.0,0.89,-12.0,北,7.2,120.0
201707092,2,AQI,172.83333333333337,109.4,184.5,106.0,124.0,147.33333333333334,72.0,130.0,26.0,23.0,0.83,-12.0,北,3.6,124.0
201707093,3,AQI,168.16666666666666,127.8,165.0,102.66666666666669,114.0,172.33333333333337,67.75,126.0,26.0,23.0,0.83,-12.0,北,7.2,114.0
201707094,4,AQI,166.33333333333334,106.2,158.0,101.0,117.25,141.33333333333334,67.0,116.66666666666669,25.0,23.0,0.89,-12.0,北,3.6,114.0
201707095,5,AQI,163.16666666666666,105.0,146.5,96.66666666666669,112.25,148.0,60.25,113.66666666666669,25.0,22.0,0.83,-12.0,北,7.2,111.0
201707096,6,AQI,155.83333333333334,108.6,130.5,98.33333333333331,115.25,164.66666666666666,50.5,110.33333333333331,25.0,22.0,0.83,-11.0,北,7.2,108.0
201707097,7,AQI,132.0,102.4,119.0,103.66666666666669,115.0,147.0,51.75,123.0,26.0,23.0,0.83,-11.0,北,3.6,97.0
201707098,8,AQI,146.0,111.8,106.25,109.33333333333331,119.25,191.0,54.5,122.33333333333331,28.0,23.0,0.74,-11.0,北,7.2,97.0
2017070921,21,AQI,92.5,120.2,89.5,85.0,110.5,88.33333333333331,116.66666666666669,179.66666666666663,31.0,25.0,0.7,-13.0,东南偏东,10.8,154.0
2017070922,22,AQI,79.0,93.2,89.5,73.66666666666667,94.5,59.33333333333334,121.75,197.66666666666663,30.0,26.0,0.79,-13.0,东南偏东,10.8,146.0
2017070923,23,AQI,52.5,61.0,67.25,94.33333333333331,62.5,44.66666666666666,149.0,190.3333333333333,28.0,17.0,0.51,-11.0,南,36.0,137.0
201707100,0,AQI,40.333333333333336,44.6,45.25,77.33333333333333,49.5,33.0,135.25,58.66666666666666,27.0,18.0,0.58,-12.0,西南偏南,28.8,127.0
201707101,1,AQI,37.16666666666666,37.2,35.5,61.0,35.5,30.0,60.0,37.0,26.0,17.0,0.57,-12.0,东南,14.4,67.0
201707102,2,AQI,40.333333333333336,41.4,30.25,62.0,36.0,25.33333333333333,37.75,36.66666666666666,27.0,17.0,0.54,-12.0,西南,7.2,59.0
201707103,3,AQI,40.16666666666666,42.8,33.5,63.0,38.5,23.33333333333333,35.5,32.0,23.0,19.0,0.78,-13.0,北,14.4,51.0
201707104,4,AQI,46.0,54.2,36.5,64.66666666666667,44.25,29.0,39.5,31.66666666666667,22.0,20.0,0.88,-13.0,北,10.8,47.0
201707105,5,AQI,51.0,54.2,47.5,61.0,51.5,39.333333333333336,41.75,30.0,22.0,20.0,0.88,-13.0,北,10.8,51.0
201707106,6,AQI,54.66666666666666,45.6,53.0,58.33333333333334,49.75,37.66666666666666,42.75,29.0,23.0,20.0,0.83,-13.0,东北偏北,7.2,51.0
201707107,7,AQI,61.0,62.0,55.25,57.66666666666666,49.75,52.66666666666666,46.25,41.333333333333336,25.0,20.0,0.74,-13.0,东北偏北,7.2,55.0
201707108,8,AQI,63.5,51.2,55.75,45.33333333333334,56.0,55.66666666666666,51.25,38.66666666666666,27.0,21.0,0.7,-12.0,北,7.2,58.0
201707109,9,AQI,57.5,43.8,61.5,34.333333333333336,56.75,39.0,46.25,40.66666666666666,29.0,21.0,0.62,-12.0,北,7.2,52.0
2017071010,10,AQI,50.83333333333334,54.2,65.0,39.66666666666666,48.33333333333334,47.0,42.75,46.33333333333334,32.0,21.0,0.52,-12.0,北,14.4,56.0
2017071011,11,AQI,54.8,48.8,52.0,37.333333333333336,46.0,47.33333333333334,41.25,46.33333333333334,33.0,21.0,0.49,-12.0,东北偏北,7.2,46.0
2017071012,12,AQI,55.0,66.75,57.5,29.66666666666667,45.33333333333334,56.66666666666666,45.0,54.5,33.0,19.0,0.43,-12.0,东北,10.8,45.0
2017071013,13,AQI,78.33333333333333,82.75,93.75,37.66666666666666,55.66666666666666,85.33333333333333,48.5,44.0,35.0,17.0,0.34,-12.0,东北偏北,7.2,55.0
2017071014,14,AQI,103.66666666666669,119.0,96.25,37.0,77.33333333333333,99.66666666666669,51.5,55.0,35.0,17.0,0.34,-13.0,东南偏东,7.2,75.0
2017071015,15,AQI,107.0,128.4,108.0,44.33333333333334,87.66666666666669,102.0,75.5,59.0,36.0,15.0,0.28,-13.0,西,10.8,104.0
2017071016,16,AQI,117.33333333333331,126.2,127.25,42.333333333333336,96.0,99.33333333333331,68.5,62.0,38.0,12.0,0.21,-14.0,不定,3.6,108.0
2017071017,17,AQI,95.5,113.6,145.25,69.0,99.75,85.0,84.25,79.33333333333333,36.0,16.0,0.3,-14.0,东南偏南,10.8,110.0
2017071018,18,AQI,80.16666666666667,88.6,113.75,74.33333333333333,97.75,77.33333333333333,79.5,58.66666666666666,34.0,21.0,0.46,-14.0,东南偏南,10.8,119.0
2017071019,19,AQI,51.0,81.2,95.0,75.33333333333333,69.0,53.33333333333334,68.75,90.33333333333331,33.0,17.0,0.38,-13.0,南,18.0,126.0
2017071020,20,AQI,77.33333333333333,84.4,64.75,58.33333333333334,77.25,61.33333333333334,67.25,112.0,31.0,19.0,0.49,-13.0,南,10.8,128.0
2017071021,21,AQI,74.16666666666667,93.8,81.0,50.33333333333334,83.5,72.33333333333333,56.0,78.33333333333333,28.0,21.0,0.66,-12.0,东南,7.2,124.0
2017071022,22,AQI,69.33333333333333,87.2,82.0,45.33333333333334,68.75,52.0,49.25,66.33333333333333,26.0,22.0,0.78,-11.0,东南,3.6,116.0
2017071023,23,AQI,65.83333333333333,86.6,70.0,49.0,72.5,49.0,45.5,59.5,25.0,22.0,0.83,-11.0,东,7.2,103.0
201707110,0,AQI,71.33333333333333,61.4,72.0,46.33333333333334,76.0,51.33333333333334,42.5,51.66666666666666,27.0,22.0,0.74,-10.0,东,10.8,90.0
201707111,1,AQI,70.5,59.6,70.75,43.33333333333334,73.25,77.0,44.0,48.66666666666666,25.0,22.0,0.83,-10.0,东北偏东,7.2,62.0
201707112,2,AQI,86.83333333333331,56.8,76.0,42.0,71.0,66.0,46.25,43.0,24.0,22.0,0.89,-10.0,东北,3.6,61.0
201707113,3,AQI,90.83333333333331,56.2,85.5,46.66666666666666,62.75,60.0,41.5,38.66666666666666,23.0,21.0,0.88,-10.0,不定,3.6,64.0
201707114,4,AQI,71.8,52.4,82.75,47.0,56.25,54.5,38.25,39.0,23.0,21.0,0.88,-10.0,北,3.6,58.0
201707115,5,AQI,66.83333333333333,50.2,71.0,46.66666666666666,61.5,44.5,41.75,39.333333333333336,23.0,21.0,0.88,-10.0,北,7.2,51.0
201707116,6,AQI,59.83333333333334,44.5,66.25,44.0,63.0,50.5,43.0,41.333333333333336,24.0,21.0,0.83,-9.0,北,7.2,49.0
201707117,7,AQI,54.0,66.2,71.0,57.33333333333334,63.75,50.5,43.25,51.0,26.0,21.0,0.74,-9.0,东北,7.2,59.0
201707118,8,AQI,63.5,75.6,84.25,43.66666666666666,62.75,46.5,38.5,58.33333333333334,28.0,20.0,0.62,-9.0,东,7.2,60.0
201707119,9,AQI,71.16666666666667,64.6,96.75,33.0,59.5,58.5,39.5,52.33333333333334,30.0,22.0,0.62,-9.0,东,7.2,57.0
2017071110,10,AQI,81.0,68.4,104.25,40.66666666666666,63.0,70.0,45.5,71.33333333333333,31.0,20.0,0.52,-9.0,东,7.2,63.0
2017071111,11,AQI,90.4,106.8,112.5,70.66666666666667,86.0,91.0,52.75,102.33333333333331,32.0,21.0,0.52,-9.0,东南偏东,7.2,87.0
2017071112,12,AQI,125.83333333333331,131.2,148.0,84.33333333333333,111.0,126.5,85.0,138.5,32.0,21.0,0.52,-9.0,不定,7.2,121.0
2017071113,13,AQI,145.83333333333334,146.4,163.75,75.66666666666667,121.75,151.5,100.75,145.0,34.0,21.0,0.46,-9.0,东南偏南,7.2,137.0
2017071114,14,AQI,160.83333333333334,155.0,176.25,78.33333333333333,125.5,157.0,121.75,171.66666666666666,33.0,22.0,0.52,-9.0,南,10.8,145.0
2017071115,15,AQI,162.33333333333334,145.4,171.25,82.33333333333333,101.5,152.0,127.75,175.66666666666663,34.0,22.0,0.49,-9.0,不定,7.2,138.0
2017071116,16,AQI,158.83333333333334,147.8,172.25,84.0,91.0,165.5,120.0,163.66666666666666,32.0,23.0,0.59,-10.0,东南,7.2,159.0
2017071117,17,AQI,156.66666666666666,176.4,172.5,96.75,127.66666666666669,187.5,146.0,169.33333333333334,34.0,24.0,0.56,-11.0,不定,3.6,185.0
2017071118,18,AQI,152.83333333333334,183.4,175.75,124.5,135.0,188.5,160.75,173.33333333333337,33.0,23.0,0.55,-11.0,不定,3.6,202.0
2017071119,19,AQI,144.33333333333334,177.8,169.66666666666666,114.0,126.5,181.0,142.0,165.66666666666666,30.0,24.0,0.7,-11.0,东南偏东,7.2,204.0
2017071120,20,AQI,122.83333333333331,156.4,152.25,117.25,142.0,115.0,122.25,151.66666666666666,30.0,24.0,0.7,-10.0,南,7.2,204.0
2017071121,21,AQI,99.16666666666669,138.8,149.0,96.25,115.33333333333331,95.0,110.0,156.33333333333334,27.0,24.0,0.84,-9.0,东南,3.6,203.0
2017071122,22,AQI,103.16666666666669,119.4,142.25,78.25,100.66666666666669,109.0,100.0,162.66666666666666,27.0,25.0,0.89,-9.0,东,3.6,202.0
2017071123,23,AQI,115.16666666666669,106.4,134.25,76.5,84.33333333333333,94.0,112.25,179.5,28.0,24.0,0.79,-9.0,东南,7.2,193.0
201707120,0,AQI,122.33333333333331,103.4,157.0,79.25,87.33333333333331,96.0,106.5,165.66666666666666,29.0,24.0,0.74,-9.0,东南偏东,7.2,176.0
201707121,1,AQI,130.0,100.25,154.75,90.25,78.0,118.0,109.75,174.66666666666663,26.0,24.0,0.89,-9.0,东北偏北,7.2,110.0
201707122,2,AQI,122.16666666666669,103.8,153.5,91.0,86.33333333333331,126.0,127.25,177.33333333333337,26.0,25.0,0.94,-9.0,东南偏东,3.6,119.0
201707123,3,AQI,99.33333333333331,93.0,116.75,98.5,87.0,106.0,136.25,165.66666666666666,25.0,25.0,1.0,-9.0,东南偏东,7.2,108.0
201707124,4,AQI,96.66666666666669,89.2,96.5,100.75,97.66666666666669,99.0,138.75,142.0,26.0,24.0,0.89,-9.0,东,7.2,105.0
201707125,5,AQI,86.39999999999998,89.2,97.25,109.75,96.33333333333331,103.0,145.5,148.66666666666666,25.0,23.0,0.89,-8.0,东南偏南,7.2,113.0
201707126,6,AQI,84.66666666666667,96.0,97.0,112.66666666666669,100.33333333333331,97.0,236.25,125.66666666666669,25.0,22.0,0.83,-8.0,东南偏南,7.2,104.0
201707127,7,AQI,88.83333333333331,102.4,93.25,112.25,106.66666666666669,89.0,117.5,108.0,27.0,21.0,0.7,-8.0,东南偏南,7.2,95.0
201707128,8,AQI,99.5,113.0,94.75,117.5,124.33333333333331,106.0,215.25,99.0,29.0,21.0,0.62,-7.0,不定,3.6,100.0
201707129,9,AQI,102.33333333333331,134.75,97.75,116.25,158.66666666666666,124.0,119.75,78.66666666666667,30.0,22.0,0.62,-8.0,不定,3.6,119.0
2017071210,10,AQI,80.66666666666667,142.8,83.75,111.25,188.0,89.0,108.25,74.66666666666667,31.0,22.0,0.58,-8.0,东南,7.2,121.0
2017071211,11,AQI,76.33333333333333,134.2,75.25,128.25,207.0,76.0,112.75,87.33333333333331,33.0,21.0,0.49,-8.0,东南偏东,7.2,115.0
2017071212,12,AQI,96.6,141.4,111.5,131.0,158.5,105.0,114.0,120.0,34.0,23.0,0.52,-8.0,不定,7.2,119.0
2017071213,13,AQI,110.83333333333331,146.6,122.75,143.25,152.0,118.0,128.25,97.0,34.0,23.0,0.52,-9.0,东南偏南,14.4,133.0
2017071214,14,AQI,121.16666666666669,139.0,126.25,157.0,137.25,112.0,133.5,120.33333333333331,34.0,25.0,0.59,-9.0,东南偏南,10.8,134.0
2017071215,15,AQI,112.5,136.4,126.0,172.75,120.75,104.0,137.75,122.0,35.0,25.0,0.56,-9.0,东南偏南,14.4,135.0
2017071216,16,AQI,115.16666666666669,136.2,121.5,191.75,119.25,87.0,120.0,131.66666666666666,35.0,26.0,0.59,-10.0,东南偏南,14.4,157.0
2017071217,17,AQI,112.33333333333331,130.6,117.0,178.25,116.0,112.0,133.75,121.0,34.0,26.0,0.63,-10.0,东南偏南,10.8,174.0
2017071218,18,AQI,110.8,121.8,111.75,153.5,113.0,118.0,128.75,121.66666666666669,34.0,26.0,0.63,-10.0,东南偏南,10.8,185.0
2017071219,19,AQI,106.16666666666669,111.6,101.0,134.75,116.0,107.5,123.0,116.33333333333331,33.0,26.0,0.66,-10.0,东南偏南,10.8,189.0
2017071220,20,AQI,98.0,102.2,96.25,119.25,108.75,104.5,115.5,112.66666666666669,32.0,26.0,0.7,-10.0,东南偏南,7.2,185.0
2017071221,21,AQI,94.0,105.6,91.75,108.25,107.5,90.0,109.0,105.66666666666669,31.0,26.0,0.75,-10.0,东南偏南,7.2,176.0
2017071222,22,AQI,95.0,107.2,90.0,116.25,96.75,89.0,99.5,108.0,30.0,26.0,0.79,-9.0,东南偏东,3.6,162.0
2017071223,23,AQI,97.33333333333331,112.4,92.5,120.25,100.0,98.5,98.5,106.0,31.0,26.0,0.75,-9.0,东南,10.8,147.0
201707130,0,AQI,100.33333333333331,122.2,100.25,121.25,135.5,102.0,95.5,109.5,30.0,26.0,0.79,-9.0,东南,7.2,129.0
201707131,1,AQI,82.83333333333333,117.2,91.25,117.0,108.0,99.5,96.75,107.66666666666669,31.0,26.0,0.75,-10.0,东南偏南,14.4,103.0
201707132,2,AQI,65.0,117.8,73.5,125.75,105.25,85.5,95.66666666666669,99.33333333333331,31.0,26.0,0.75,-10.0,南,14.4,96.0
201707133,3,AQI,63.33333333333334,98.6,65.75,130.75,106.25,81.5,92.5,87.0,30.0,25.0,0.74,-10.0,南,14.4,88.0
201707134,4,AQI,62.5,91.6,63.75,130.0,93.0,70.0,92.75,70.33333333333333,30.0,25.0,0.74,-10.0,南,14.4,83.0
201707135,5,AQI,61.83333333333334,88.6,61.75,127.75,95.0,71.5,81.25,63.66666666666666,29.0,25.0,0.79,-10.0,南,10.8,76.0
201707136,6,AQI,64.5,85.4,63.75,138.25,91.25,71.0,81.25,66.33333333333333,29.0,25.0,0.79,-10.0,东南偏南,7.2,78.0
201707137,7,AQI,67.66666666666667,89.8,66.0,138.5,93.25,74.0,76.75,71.0,30.0,26.0,0.79,-10.0,东南偏南,10.8,78.0
201707138,8,AQI,71.16666666666667,90.4,68.0,125.0,95.5,79.5,73.25,73.0,30.0,26.0,0.79,-9.0,南,18.0,78.0
201707139,9,AQI,77.16666666666667,90.4,84.0,116.25,98.25,72.0,72.75,77.33333333333333,31.0,26.0,0.75,-10.0,南,14.4,78.0
2017071310,10,AQI,82.33333333333333,99.2,77.0,110.5,102.75,93.5,77.0,83.0,32.0,26.0,0.7,-10.0,东南,14.4,83.0
2017071311,11,AQI,89.66666666666669,97.25,90.0,115.5,98.5,176.5,79.0,87.33333333333331,33.0,27.0,0.71,-10.0,东南,10.8,98.0
2017071312,12,AQI,96.33333333333331,101.8,98.33333333333331,113.25,102.75,125.0,85.75,99.0,34.0,27.0,0.67,-11.0,东南偏南,14.4,103.0
2017071313,13,AQI,97.66666666666669,109.8,104.66666666666669,121.0,103.25,145.5,95.5,87.0,34.0,27.0,0.67,-11.0,东南偏南,14.4,106.0
2017071314,14,AQI,99.5,117.6,88.0,118.0,116.0,103.5,102.25,94.0,34.0,27.0,0.67,-11.0,东南偏南,14.4,104.0
2017071315,15,AQI,98.16666666666669,122.2,88.33333333333331,119.25,127.25,128.5,104.5,96.0,35.0,27.0,0.63,-12.0,东南偏南,14.4,105.0
2017071316,16,AQI,92.4,120.2,86.0,119.75,128.25,124.0,104.75,99.66666666666669,35.0,26.0,0.59,-13.0,南,18.0,107.0
2017071317,17,AQI,85.16666666666667,114.2,82.66666666666667,128.75,116.5,103.0,98.75,97.66666666666669,35.0,27.0,0.63,-13.0,东南偏南,14.4,119.0
2017071318,18,AQI,83.60000000000002,106.0,79.33333333333333,137.75,111.75,108.0,94.75,95.66666666666669,34.0,26.0,0.63,-13.0,南,10.8,127.0
2017071319,19,AQI,81.66666666666667,97.2,76.0,116.5,113.0,98.33333333333331,81.5,94.66666666666669,33.0,27.0,0.71,-13.0,不定,3.6,131.0
2017071320,20,AQI,76.5,95.4,75.0,102.5,112.5,76.66666666666667,83.5,84.66666666666667,32.0,27.0,0.75,-12.0,东南偏南,7.2,128.0
2017071321,21,AQI,77.33333333333333,88.4,76.0,84.25,109.0,107.0,82.75,85.33333333333333,32.0,27.0,0.75,-12.0,不定,3.6,123.0
2017071322,22,AQI,68.5,47.8,80.33333333333333,57.25,67.5,68.66666666666667,75.0,97.0,32.0,27.0,0.75,-11.0,东南偏南,7.2,115.0
2017071323,23,AQI,54.0,43.4,82.0,42.5,47.75,38.0,66.66666666666667,92.33333333333331,26.0,22.0,0.78,-9.0,西,32.4,105.0
201707140,0,AQI,39.0,39.8,63.0,44.5,37.5,39.333333333333336,63.33333333333334,87.0,24.0,19.0,0.73,-9.0,不定,7.2,96.0
201707141,1,AQI,35.0,34.4,37.0,32.75,38.5,31.0,44.33333333333334,46.0,23.0,21.0,0.88,-12.0,东北,10.8,51.0
201707142,2,AQI,34.166666666666664,37.0,31.66666666666667,32.0,41.75,40.0,37.66666666666666,40.0,25.0,22.0,0.83,-12.0,西南偏西,18.0,47.0
201707143,3,AQI,39.0,32.0,28.33333333333333,34.25,38.75,36.333333333333336,38.0,42.0,24.0,22.0,0.89,-11.0,东南,10.8,43.0
201707144,4,AQI,43.33333333333334,55.4,32.0,48.5,37.5,46.33333333333334,29.0,32.0,25.0,22.0,0.83,-9.0,不定,3.6,45.0
201707145,5,AQI,56.0,42.5,42.0,44.75,36.25,51.33333333333334,38.0,40.0,26.0,22.0,0.78,-8.0,西,10.8,46.0
201707146,6,AQI,62.33333333333334,40.4,44.0,42.0,36.0,45.33333333333334,39.25,32.0,25.0,22.0,0.83,-8.0,南,10.8,44.0
201707147,7,AQI,52.66666666666666,57.0,43.33333333333334,45.0,37.25,43.66666666666666,41.25,38.0,27.0,23.0,0.79,-8.0,北,10.8,49.0
201707148,8,AQI,57.66666666666666,54.2,50.33333333333334,53.0,49.33333333333334,52.0,39.75,42.333333333333336,28.0,23.0,0.74,-8.0,西北偏北,7.2,53.0
201707149,9,AQI,57.83333333333334,43.2,50.33333333333334,53.75,37.5,57.0,49.75,37.333333333333336,29.0,23.0,0.7,-8.0,北,10.8,54.0
2017071410,10,AQI,59.6,50.0,49.33333333333334,45.25,44.5,61.66666666666666,40.0,37.66666666666666,29.0,23.0,0.7,-8.0,东北偏北,10.8,50.0
2017071411,11,AQI,67.2,61.2,33.0,57.5,42.0,55.0,39.5,42.66666666666666,30.0,23.0,0.66,-8.0,不定,3.6,46.0
2017071412,12,AQI,68.39999999999999,78.4,56.0,48.0,41.5,69.0,42.0,53.5,30.0,25.0,0.74,-8.0,东南偏东,3.6,53.0
2017071413,13,AQI,69.5,73.2,54.33333333333334,48.25,48.5,57.33333333333334,47.5,52.5,29.0,25.0,0.79,-8.0,东,7.2,52.0
2017071414,14,AQI,56.83333333333334,81.0,60.33333333333334,53.75,56.75,65.33333333333333,47.5,93.33333333333331,29.0,26.0,0.84,-9.0,不定,3.6,54.0
2017071415,15,AQI,76.16666666666667,90.2,76.33333333333333,56.25,58.75,68.66666666666667,51.5,65.0,32.0,25.0,0.66,-9.0,不定,3.6,62.0
2017071416,16,AQI,95.33333333333331,94.6,97.33333333333331,59.0,72.0,96.33333333333331,70.0,69.0,33.0,25.0,0.63,-9.0,不定,3.6,73.0
2017071417,17,AQI,107.33333333333331,112.4,120.0,77.5,87.0,101.0,93.75,68.0,33.0,26.0,0.66,-9.0,不定,3.6,104.0
2017071418,18,AQI,114.0,115.6,106.66666666666669,74.75,98.5,98.0,93.5,73.33333333333333,31.0,27.0,0.79,-9.0,东,7.2,108.0
2017071419,19,AQI,123.33333333333331,113.8,92.0,60.75,94.5,101.66666666666669,82.25,64.66666666666667,31.0,26.0,0.75,-8.0,东北,7.2,106.0
2017071420,20,AQI,108.83333333333331,104.2,83.66666666666667,51.25,119.5,101.33333333333331,73.75,68.33333333333333,29.0,25.0,0.79,-8.0,不定,3.6,111.0
2017071421,21,AQI,83.0,103.4,73.66666666666667,47.75,115.25,96.66666666666669,88.5,62.0,29.0,23.0,0.7,-6.0,东北偏北,25.2,115.0
2017071422,22,AQI,71.66666666666667,99.4,65.66666666666667,42.0,75.25,68.33333333333333,82.5,57.33333333333334,25.0,23.0,0.89,-5.0,东北偏北,18.0,121.0
2017071423,23,AQI,56.5,70.6,56.0,39.0,64.0,64.66666666666667,56.25,52.33333333333334,24.0,23.0,0.94,-5.0,北,14.4,122.0
201707150,0,AQI,62.0,56.2,53.0,65.33333333333333,63.75,52.33333333333334,49.66666666666666,42.66666666666666,24.0,23.0,0.94,-4.0,西北,21.6,119.0
201707151,1,AQI,59.0,52.0,50.33333333333334,39.0,58.75,56.0,43.33333333333334,34.666666666666664,24.0,22.0,0.89,-5.0,北,18.0,87.0
201707152,2,AQI,51.66666666666666,54.6,49.0,41.0,59.25,54.33333333333334,36.333333333333336,35.0,24.0,22.0,0.89,-6.0,北,18.0,84.0
201707153,3,AQI,43.0,50.4,42.0,37.25,52.0,53.0,33.333333333333336,34.666666666666664,25.0,22.0,0.83,-5.0,北,18.0,78.0
201707154,4,AQI,42.66666666666666,57.8,41.66666666666666,40.5,40.25,47.0,23.33333333333333,33.333333333333336,25.0,22.0,0.83,-5.0,西北偏北,21.6,76.0
201707155,5,AQI,39.833333333333336,48.6,35.666666666666664,39.5,44.0,42.0,28.33333333333333,28.66666666666667,24.0,23.0,0.94,-5.0,北,18.0,73.0
201707156,6,AQI,38.0,44.2,35.666666666666664,35.5,42.25,39.0,27.33333333333333,27.66666666666667,24.0,22.0,0.89,-4.0,北,14.4,69.0
201707157,7,AQI,45.5,46.4,40.66666666666666,38.333333333333336,56.75,41.66666666666666,32.0,30.66666666666667,25.0,22.0,0.83,-4.0,东北偏北,10.8,63.0
201707158,8,AQI,56.5,44.0,46.0,38.25,59.5,52.33333333333334,34.333333333333336,34.333333333333336,26.0,22.0,0.78,-3.0,东北偏东,7.2,58.0
201707159,9,AQI,42.0,58.2,34.666666666666664,48.25,66.5,55.33333333333334,33.666666666666664,50.0,26.0,23.0,0.83,-2.0,东南偏南,7.2,54.0
2017071510,10,AQI,49.5,54.2,42.66666666666666,36.5,69.75,47.5,30.66666666666667,52.0,27.0,23.0,0.79,-2.0,西南偏南,10.8,46.0
2017071511,11,AQI,54.66666666666666,49.0,50.33333333333334,50.5,87.0,58.0,34.0,55.0,28.0,23.0,0.74,-2.0,西,10.8,51.0
2017071512,12,AQI,56.83333333333334,47.6,55.66666666666666,42.25,82.5,54.0,40.333333333333336,56.33333333333334,29.0,23.0,0.7,-3.0,西北偏西,10.8,53.0
2017071513,13,AQI,61.0,54.4,55.66666666666666,48.75,49.0,51.0,44.66666666666666,57.0,29.0,23.0,0.7,-3.0,西北偏西,10.8,56.0
2017071514,14,AQI,63.33333333333334,56.0,54.33333333333334,49.5,46.75,62.0,46.33333333333334,52.66666666666666,30.0,23.0,0.66,-3.0,东南偏东,7.2,55.0
2017071515,15,AQI,67.0,55.4,65.66666666666667,52.75,51.5,59.33333333333334,51.66666666666666,58.33333333333334,30.0,23.0,0.66,-4.0,东南偏南,7.2,56.0
2017071516,16,AQI,77.16666666666667,71.8,62.0,59.75,57.75,65.0,59.33333333333334,64.0,31.0,24.0,0.66,-4.0,东南,7.2,62.0
2017071517,17,AQI,85.0,94.0,70.66666666666667,58.75,62.5,91.0,74.33333333333333,65.66666666666667,31.0,24.0,0.66,-4.0,不定,3.6,80.0
2017071518,18,AQI,80.83333333333333,90.8,68.0,52.5,62.25,72.66666666666667,70.0,63.66666666666666,30.0,26.0,0.79,-4.0,东北,3.6,76.0
2017071519,19,AQI,61.16666666666666,79.6,60.66666666666666,56.0,77.25,66.0,62.75,55.33333333333334,29.0,26.0,0.84,-3.0,东,3.6,87.0
2017071520,20,AQI,67.66666666666667,75.2,61.0,51.75,85.0,62.66666666666666,54.5,58.66666666666666,27.0,25.0,0.89,-3.0,不定,3.6,87.0
2017071521,21,AQI,66.0,80.8,68.33333333333333,59.75,71.25,58.66666666666666,56.75,85.0,26.0,25.0,0.94,-2.0,东北偏东,3.6,92.0
2017071522,22,AQI,68.83333333333333,80.0,86.0,50.25,73.0,61.33333333333334,58.0,108.0,26.0,24.0,0.89,-2.0,不定,3.6,87.0
2017071523,23,AQI,79.0,73.25,102.66666666666669,52.75,71.5,67.66666666666667,59.25,96.66666666666669,25.0,25.0,1.0,-2.0,东,3.6,79.0
201707160,0,AQI,84.16666666666667,70.2,105.33333333333331,54.0,70.0,71.66666666666667,63.0,95.66666666666669,25.0,24.0,0.94,-2.0,东,3.6,70.0
201707161,1,AQI,91.0,68.6,97.33333333333331,55.5,71.75,74.66666666666667,59.75,102.33333333333331,25.0,24.0,0.94,-2.0,东北偏东,3.6,74.0
201707162,2,AQI,98.83333333333331,78.6,89.33333333333331,55.5,72.25,76.33333333333333,62.0,99.0,25.0,24.0,0.94,-2.0,东北偏东,3.6,74.0
201707163,3,AQI,98.33333333333331,68.2,89.33333333333331,52.5,67.25,76.33333333333333,57.0,95.33333333333331,25.0,25.0,1.0,-2.0,不定,3.6,74.0
201707164,4,AQI,93.16666666666669,67.6,86.66666666666669,55.25,64.0,71.66666666666667,58.0,100.0,25.0,24.0,0.94,-2.0,东,3.6,72.0
201707165,5,AQI,92.0,63.8,90.0,54.5,67.5,72.0,59.75,106.0,25.0,24.0,0.94,-2.0,东北偏东,3.6,72.0
201707166,6,AQI,97.16666666666669,70.0,90.33333333333331,56.25,69.5,78.66666666666667,57.5,98.33333333333331,25.0,25.0,1.0,-1.0,不定,3.6,72.0
201707167,7,AQI,103.66666666666669,70.6,98.33333333333331,55.75,76.75,80.33333333333333,73.25,96.33333333333331,26.0,25.0,0.94,-1.0,东,7.2,75.0
201707168,8,AQI,104.83333333333331,67.2,113.66666666666669,60.25,79.75,85.33333333333333,58.75,112.66666666666669,28.0,25.0,0.84,-1.0,不定,3.6,78.0
201707169,9,AQI,112.8,89.2,125.33333333333331,66.5,88.0,105.0,72.75,138.0,28.0,25.0,0.84,-1.0,不定,3.6,100.0
2017071610,10,AQI,123.4,101.0,124.66666666666669,76.75,105.75,227.66666666666663,93.75,165.66666666666666,29.0,25.0,0.79,-1.0,东南偏南,7.2,100.0
2017071611,11,AQI,128.16666666666666,107.8,128.66666666666666,72.75,101.25,260.0,102.0,173.33333333333337,30.0,25.0,0.74,-1.0,南,7.2,124.0
2017071612,12,AQI,128.83333333333334,113.2,124.0,62.5,90.25,112.66666666666669,94.5,176.66666666666663,31.0,25.0,0.7,-2.0,南,7.2,124.0
2017071613,13,AQI,133.16666666666666,126.8,118.66666666666669,71.75,99.5,104.0,107.25,157.5,32.0,24.0,0.62,-2.0,不定,3.6,115.0
2017071614,14,AQI,130.33333333333334,142.2,124.33333333333331,76.75,102.25,110.33333333333331,118.0,145.66666666666666,32.0,25.0,0.66,-2.0,南,7.2,123.0
2017071615,15,AQI,124.33333333333331,152.0,124.0,85.75,126.5,131.0,119.75,119.0,33.0,24.0,0.59,-3.0,南,7.2,129.0
