date,hour,type,0,1,2,3,4,5,6,7,气温,露点,湿度,气压,风向,风速,values
2017012816,16,PM10,271.8,277.6,279.6666666666667,211.0,231.0,294.5,234.0,224.0,2.0,-8.0,0.48,9.0,东南偏东,3.6,263.0
2017012817,17,PM10,278.75,287.0,274.0,235.25,239.5,277.3333333333333,247.33333333333331,228.0,1.0,-8.0,0.52,9.0,不定,3.6,273.0
2017012818,18,PM10,275.2,304.4,289.3333333333333,241.0,255.0,297.0,261.6666666666667,231.5,-2.0,-7.0,0.69,10.0,不定,3.6,275.0
2017012819,19,PM10,274.5,304.0,301.3333333333333,254.75,248.0,281.75,295.3333333333333,240.5,-4.0,-8.0,0.74,11.0,东,3.6,281.0
2017012820,20,PM10,285.6,328.4,314.3333333333333,240.25,274.0,297.0,306.3333333333333,286.5,-4.0,-8.0,0.74,11.0,东南偏东,3.6,292.0
2017012821,21,PM10,299.2,331.6,338.3333333333333,242.25,269.25,342.75,272.25,294.5,-4.0,-6.0,0.86,12.0,东南偏东,3.6,305.0
2017012822,22,PM10,311.75,321.0,326.3333333333333,264.25,268.0,350.0,292.3333333333333,335.0,-4.0,-7.0,0.8,12.0,无风,3.6,305.0
2017012823,23,PM10,307.0,304.0,337.75,263.0,334.0,326.75,292.3333333333333,369.5,-5.0,-7.0,0.86,12.0,不定,3.6,313.0
201701290,0,PM10,309.8,280.4,328.75,212.5,292.0,310.75,277.3333333333333,342.0,-5.0,-8.0,0.8,12.0,北,7.2,298.0
201701291,1,PM10,323.75,287.4,363.5,104.0,248.0,295.75,289.3333333333333,297.0,-4.0,-7.0,0.8,13.0,北,10.8,294.0
201701292,2,PM10,315.0,153.5,321.0,40.0,136.0,289.3333333333333,280.0,297.0,-3.0,-7.0,0.74,13.0,北,18.0,112.0
201701293,3,PM10,44.0,49.5,321.0,47.5,39.0,172.75,94.5,297.0,-2.0,-9.0,0.59,14.0,北,21.6,55.0
201701294,4,PM10,44.0,70.2,48.66666666666666,69.25,35.5,155.5,37.5,60.5,-1.0,-13.0,0.4,15.0,北,18.0,51.0
201701295,5,PM10,48.5,101.4,47.33333333333334,111.5,43.25,59.66666666666666,31.5,31.33333333333333,0.0,-22.0,0.18,16.0,西北偏北,36.0,56.0
201701296,6,PM10,110.66666666666669,128.6,61.4,115.75,71.0,100.75,51.0,32.0,-1.0,-22.0,0.19,17.0,西北偏北,46.8,84.0
201701297,7,PM10,124.16666666666669,111.4,103.0,87.5,94.5,158.25,67.25,45.66666666666666,-2.0,-21.0,0.23,18.0,西北偏北,43.2,103.0
201701298,8,PM10,104.33333333333331,81.2,84.8,89.5,76.75,129.5,60.25,45.33333333333334,-3.0,-21.0,0.24,19.0,西北偏北,36.0,86.0
201701299,9,PM10,78.0,50.2,68.4,66.5,52.25,72.25,47.25,39.0,-3.0,-20.0,0.26,20.0,西北偏北,43.2,67.0
2017012910,10,PM10,59.0,43.0,58.2,62.5,37.75,50.5,42.25,39.0,-3.0,-20.0,0.26,20.0,西北,43.2,52.0
2017012911,11,PM10,57.83333333333334,42.8,58.8,109.75,42.5,78.0,42.25,36.66666666666666,-2.0,-20.0,0.25,20.0,西北,32.4,71.0
2017012912,12,PM10,60.33333333333334,42.0,55.0,92.0,53.5,54.0,37.25,28.0,-1.0,-20.0,0.23,20.0,西北,39.6,69.0
2017012913,13,PM10,60.6,37.8,42.6,59.0,43.25,42.0,38.25,31.33333333333333,0.0,-20.0,0.21,19.0,西北偏北,32.4,53.0
2017012914,14,PM10,44.16666666666666,40.0,38.8,59.75,36.333333333333336,45.25,51.33333333333334,36.66666666666666,0.0,-21.0,0.2,19.0,东北偏北,25.2,48.0
2017012915,15,PM10,49.0,37.4,48.4,44.75,34.25,46.25,42.75,38.0,0.0,-22.0,0.18,20.0,北,25.2,48.0
2017012916,16,PM10,43.5,39.4,42.0,39.75,33.5,51.25,37.25,29.33333333333333,-1.0,-19.0,0.25,21.0,东北偏北,25.2,43.0
2017012917,17,PM10,40.5,36.6,38.6,29.0,34.0,42.0,28.0,28.33333333333333,-2.0,-20.0,0.25,22.0,东北偏北,25.2,38.0
2017012918,18,PM10,30.33333333333333,37.0,32.0,25.75,28.75,41.0,29.0,25.33333333333333,-2.0,-20.0,0.25,23.0,东北偏北,18.0,35.0
2017012919,19,PM10,25.33333333333333,28.8,26.5,24.5,21.33333333333333,35.25,16.0,22.0,-2.0,-20.0,0.25,24.0,东北偏北,14.4,23.0
2017012920,20,PM10,19.2,24.6,27.0,21.5,14.5,30.0,16.0,23.66666666666667,-3.0,-20.0,0.26,25.0,西北,18.0,20.0
2017012921,21,PM10,17.2,17.8,18.666666666666668,22.25,16.5,24.0,15.333333333333336,23.0,-4.0,-21.0,0.26,26.0,西北,21.6,19.0
2017012922,22,PM10,13.2,14.0,19.0,23.5,15.5,17.0,15.5,20.0,-4.0,-22.0,0.24,27.0,西北,28.8,17.0
2017012923,23,PM10,13.5,16.2,20.33333333333333,30.5,14.5,11.666666666666664,14.5,19.0,-4.0,-23.0,0.22,28.0,西北,25.2,17.0
201701300,0,PM10,9.0,9.25,16.666666666666668,22.0,8.0,16.0,12.0,10.0,-5.0,-23.0,0.24,28.0,西北,28.8,13.0
201701301,1,PM10,10.25,11.25,18.33333333333333,22.66666666666667,17.0,13.0,8.5,8.0,-5.0,-24.0,0.22,28.0,西北偏北,25.2,14.0
201701302,2,PM10,9.833333333333334,11.25,20.5,18.75,12.0,15.0,9.75,9.0,-7.0,-24.0,0.25,29.0,西北偏北,18.0,14.0
201701303,3,PM10,8.0,9.666666666666666,12.5,15.666666666666664,8.0,13.0,10.0,7.5,-12.0,-25.0,0.34,29.0,北,10.8,9.0
201701304,4,PM10,8.333333333333334,6.5,12.0,15.333333333333336,11.0,11.5,10.5,9.5,-12.0,-24.0,0.37,29.0,北,14.4,8.0
201701305,5,PM10,6.333333333333332,7.0,12.0,15.5,11.0,16.0,6.0,8.0,-11.0,-25.0,0.32,29.0,北,7.2,9.0
201701306,6,PM10,7.333333333333332,8.5,8.5,13.333333333333336,11.0,9.0,6.666666666666668,8.0,-12.0,-23.0,0.41,29.0,东北,7.2,8.0
201701307,7,PM10,13.2,11.6,14.0,14.5,22.0,18.33333333333333,10.5,10.0,-13.0,-23.0,0.44,29.0,东北偏东,7.2,14.0
201701308,8,PM10,17.599999999999994,18.2,13.5,22.0,23.0,20.0,18.33333333333333,11.0,-10.0,-21.0,0.41,30.0,北,14.4,17.0
201701309,9,PM10,18.25,21.25,13.5,27.0,11.0,62.75,18.25,15.0,-6.0,-21.0,0.3,31.0,北,14.4,19.0
2017013010,10,PM10,22.0,20.5,19.5,15.333333333333336,11.0,107.0,10.5,17.5,-4.0,-22.0,0.24,31.0,北,10.8,14.0
2017013011,11,PM10,22.0,10.0,19.5,20.5,6.0,107.0,10.5,17.5,-3.0,-23.0,0.21,30.0,北,10.8,7.0
2017013012,12,PM10,14.0,10.0,22.0,20.5,6.0,107.0,10.5,17.5,-1.0,-22.0,0.19,28.0,西北偏北,10.8,5.0
2017013013,13,PM10,9.0,10.0,10.0,20.5,6.0,107.0,10.5,17.5,0.0,-25.0,0.14,27.0,北,7.2,6.0
2017013014,14,PM10,9.0,10.0,10.0,20.5,6.0,107.0,7.0,17.5,-1.0,-23.0,0.18,26.0,东北偏北,7.2,6.0
2017013015,15,PM10,12.0,28.0,10.0,8.0,6.0,87.0,11.333333333333336,24.0,1.0,-26.0,0.12,25.0,不定,7.2,11.0
2017013016,16,PM10,28.0,59.75,8.0,13.0,16.0,27.5,9.0,24.0,1.0,-27.0,0.11,24.0,西南偏南,7.2,19.0
2017013017,17,PM10,83.0,77.2,62.33333333333334,17.0,74.0,120.33333333333331,41.5,10.0,0.0,-29.0,0.1,24.0,西南偏南,10.8,78.0
2017013018,18,PM10,115.25,69.5,110.33333333333331,43.0,96.5,79.0,56.33333333333334,20.5,-3.0,-27.0,0.14,24.0,南,10.8,92.0
2017013019,19,PM10,83.2,75.4,92.0,48.25,66.5,76.0,54.0,48.5,-2.0,-25.0,0.16,24.0,南,10.8,70.0
2017013020,20,PM10,84.0,82.4,93.33333333333331,52.33333333333334,70.5,97.0,50.25,74.0,-1.0,-24.0,0.16,23.0,南,14.4,74.0
2017013021,21,PM10,80.66666666666667,87.2,87.0,80.0,71.5,97.33333333333331,54.25,96.0,-1.0,-24.0,0.16,23.0,南,14.4,81.0
2017013022,22,PM10,90.25,101.2,83.66666666666667,73.5,85.0,99.0,51.33333333333334,96.0,-1.0,-23.0,0.18,22.0,南,14.4,77.0
2017013023,23,PM10,106.33333333333331,106.4,93.0,86.66666666666669,95.0,96.33333333333331,66.75,96.0,-1.0,-23.0,0.18,22.0,南,14.4,90.0
201701310,0,PM10,117.0,114.4,100.5,64.5,78.5,101.66666666666669,52.0,104.0,-1.0,-23.0,0.18,22.0,不定,10.8,94.0
201701311,1,PM10,116.66666666666669,125.25,107.0,79.66666666666667,79.5,101.5,61.5,104.0,-1.0,-23.0,0.18,22.0,西南偏南,10.8,97.0
201701312,2,PM10,118.0,124.33333333333331,101.0,68.5,88.5,118.5,76.0,104.0,-1.0,-23.0,0.18,21.0,西南,14.4,97.0
201701313,3,PM10,118.5,124.5,103.0,68.5,115.0,107.0,56.0,104.0,-2.0,-22.0,0.21,21.0,南,10.8,104.0
201701314,4,PM10,104.0,126.0,112.0,67.33333333333333,115.0,107.0,46.0,104.0,-2.0,-22.0,0.21,20.0,西南偏南,7.2,87.0
201701315,5,PM10,114.0,130.0,113.0,75.5,115.0,80.0,54.5,104.0,-5.0,-18.0,0.36,20.0,北,7.2,99.0
201701316,6,PM10,112.0,105.33333333333331,111.5,74.0,115.0,80.0,63.0,104.0,-4.0,-18.0,0.34,19.0,南,3.6,90.0
201701317,7,PM10,126.0,110.5,119.0,86.33333333333331,92.5,106.0,53.0,104.0,-5.0,-17.0,0.39,19.0,北,10.8,97.0
201701318,8,PM10,118.0,108.0,118.0,98.5,90.0,112.0,68.25,85.0,-4.0,-19.0,0.31,19.0,西北,7.2,103.0
201701319,9,PM10,132.0,95.0,118.0,102.66666666666669,85.0,137.5,80.0,114.0,-3.0,-18.0,0.31,19.0,不定,3.6,96.0
2017013110,10,PM10,132.33333333333334,111.33333333333331,75.0,109.0,81.0,149.0,87.0,114.0,0.0,-19.0,0.23,19.0,北,7.2,96.0
2017013111,11,PM10,123.0,82.66666666666667,73.5,79.75,69.0,145.0,95.33333333333331,114.0,1.0,-22.0,0.17,19.0,不定,3.6,87.0
2017013112,12,PM10,6.0,77.0,72.0,65.5,69.0,145.0,99.0,114.0,2.0,-22.0,0.16,18.0,不定,7.2,65.0
2017013113,13,PM10,95.0,90.5,70.0,48.5,69.0,145.0,79.0,114.0,4.0,-22.0,0.14,17.0,不定,3.6,75.0
2017013114,14,PM10,95.0,77.0,94.5,62.5,76.0,86.0,82.0,114.0,5.0,-23.0,0.12,16.0,西北偏西,10.8,85.0
2017013115,15,PM10,82.0,85.5,99.0,49.75,76.0,82.0,81.0,114.0,5.0,-23.0,0.12,15.0,西,10.8,71.0
2017013116,16,PM10,84.5,89.0,88.66666666666669,45.75,76.0,85.0,70.33333333333333,68.0,6.0,-23.0,0.11,15.0,西南偏西,10.8,76.0
2017013117,17,PM10,93.0,94.4,90.0,49.75,80.0,91.5,58.66666666666666,68.0,5.0,-22.0,0.13,16.0,西南偏南,10.8,79.0
2017013118,18,PM10,106.66666666666669,120.75,96.0,40.0,59.66666666666666,105.33333333333331,73.75,76.5,2.0,-22.0,0.16,17.0,南,7.2,87.0
2017013119,19,PM10,115.33333333333331,139.0,125.66666666666669,44.0,25.0,125.66666666666669,101.33333333333331,95.0,-2.0,-19.0,0.27,18.0,不定,3.6,108.0
2017013120,20,PM10,140.33333333333334,156.33333333333334,131.0,47.0,22.5,135.0,111.5,95.0,-4.0,-17.0,0.36,19.0,东北偏东,7.2,127.0
2017013121,21,PM10,158.33333333333334,134.75,134.0,42.0,28.33333333333333,153.0,70.66666666666667,95.0,-2.0,-19.0,0.27,20.0,北,7.2,97.0
2017013122,22,PM10,134.0,89.33333333333331,29.5,36.5,27.33333333333333,144.33333333333334,32.75,49.0,-7.0,-20.0,0.36,21.0,西北偏北,10.8,36.0
2017013123,23,PM10,20.25,36.333333333333336,31.25,41.5,26.66666666666667,118.0,34.0,32.0,-5.0,-19.0,0.33,23.0,北,10.8,31.0
201702010,0,PM10,16.400000000000002,33.75,26.75,36.0,21.0,26.0,24.0,28.66666666666667,-3.0,-18.0,0.31,24.0,北,14.4,25.0
201702011,1,PM10,15.6,29.5,23.2,38.5,19.5,22.0,21.5,23.0,-6.0,-19.0,0.36,24.0,北,14.4,25.0
201702012,2,PM10,16.8,30.25,20.8,33.25,15.0,22.0,18.0,17.333333333333332,-5.0,-19.0,0.33,25.0,北,7.2,26.0
201702013,3,PM10,15.2,22.75,18.6,30.75,18.5,16.5,17.25,17.0,-7.0,-19.0,0.39,26.0,东北偏北,7.2,23.0
201702014,4,PM10,15.8,19.25,19.4,28.5,15.5,19.5,16.25,14.666666666666664,-3.0,-19.0,0.29,27.0,东北偏北,14.4,22.0
201702015,5,PM10,17.25,21.25,20.75,27.0,11.666666666666664,17.0,18.5,12.333333333333336,-3.0,-19.0,0.29,27.0,东北偏北,14.4,23.0
201702016,6,PM10,16.5,21.25,17.6,25.75,14.5,18.0,13.5,11.5,-4.0,-19.0,0.31,28.0,东北偏北,14.4,19.0
201702017,7,PM10,14.0,18.75,21.0,27.0,14.333333333333336,18.5,15.75,13.333333333333336,-4.0,-19.0,0.31,29.0,东北,14.4,20.0
201702018,8,PM10,17.0,31.5,17.6,41.5,23.33333333333333,18.666666666666668,14.5,22.0,-4.0,-21.0,0.26,30.0,东北,14.4,18.0
201702019,9,PM10,11.0,26.5,18.5,21.66666666666667,13.0,33.666666666666664,14.25,21.5,-3.0,-21.0,0.24,30.0,东北偏北,18.0,16.0
2017020110,10,PM10,14.833333333333336,20.0,16.666666666666668,21.75,13.0,13.0,14.333333333333336,13.5,-2.0,-22.0,0.21,30.0,东北,14.4,16.0
2017020111,11,PM10,12.4,21.0,17.333333333333332,25.0,18.0,11.5,9.666666666666666,10.5,1.0,-24.0,0.14,30.0,东北偏北,18.0,14.0
2017020112,12,PM10,13.0,16.0,13.333333333333336,16.666666666666668,15.0,10.0,11.333333333333336,6.0,2.0,-24.0,0.13,29.0,东北偏北,10.8,13.0
2017020113,13,PM10,15.666666666666664,21.5,11.666666666666664,20.33333333333333,14.0,14.0,6.0,6.0,2.0,-25.0,0.12,28.0,不定,7.2,14.0
2017020114,14,PM10,19.75,17.333333333333332,10.0,16.0,14.0,41.0,7.0,6.0,4.0,-24.0,0.11,27.0,不定,3.6,11.0
2017020115,15,PM10,21.5,30.8,18.666666666666668,22.0,16.0,43.0,9.333333333333334,13.0,4.0,-24.0,0.11,27.0,不定,7.2,17.0
2017020116,16,PM10,29.33333333333333,62.0,19.0,23.5,21.66666666666667,41.25,8.5,11.0,4.0,-25.0,0.1,26.0,南,7.2,26.0
2017020117,17,PM10,53.66666666666666,73.2,32.0,31.75,42.0,76.0,20.666666666666668,12.0,3.0,-24.0,0.12,26.0,西南偏南,10.8,47.0
2017020118,18,PM10,72.16666666666667,91.0,53.5,46.25,62.0,102.33333333333331,14.0,23.66666666666667,2.0,-23.0,0.14,26.0,西南偏南,10.8,65.0
2017020119,19,PM10,96.0,134.6,71.75,62.25,96.0,103.25,62.66666666666666,56.5,2.0,-20.0,0.18,26.0,西南,14.4,96.0
2017020120,20,PM10,159.0,193.4,151.5,97.75,103.33333333333331,155.75,118.66666666666669,91.66666666666669,0.0,-20.0,0.21,26.0,西南偏南,7.2,142.0
2017020121,21,PM10,168.5,248.0,153.33333333333334,76.25,144.0,176.0,146.0,164.0,-3.0,-18.0,0.31,25.0,不定,3.6,170.0
2017020122,22,PM10,174.5,228.0,176.0,62.75,146.25,170.66666666666666,120.0,115.33333333333331,-5.0,-16.0,0.43,25.0,无风,3.6,159.0
2017020123,23,PM10,177.0,186.0,172.0,54.75,158.5,179.0,93.0,274.0,-7.0,-16.0,0.49,25.0,不定,3.6,180.0
201702020,0,PM10,173.66666666666663,160.33333333333334,173.5,58.75,154.33333333333334,192.66666666666663,58.0,274.0,-9.0,-16.0,0.58,25.0,不定,3.6,153.0
201702021,1,PM10,185.66666666666663,72.0,173.5,65.5,123.5,208.33333333333331,41.0,274.0,-10.0,-18.0,0.53,25.0,北,3.6,159.0
201702022,2,PM10,187.3333333333333,95.0,169.33333333333334,66.33333333333333,105.0,183.5,32.333333333333336,97.0,-10.0,-18.0,0.53,24.0,东北偏北,3.6,134.0
201702023,3,PM10,178.4,117.0,176.5,70.33333333333333,108.0,170.33333333333334,35.0,97.0,-12.0,-18.0,0.62,24.0,北,3.6,108.0
201702024,4,PM10,173.66666666666663,93.33333333333331,200.0,52.33333333333334,96.5,164.0,32.5,124.0,-12.0,-18.0,0.62,24.0,北,7.2,84.0
201702025,5,PM10,194.5,70.25,96.0,69.33333333333333,68.5,87.0,32.0,101.0,-11.0,-18.0,0.57,23.0,北,7.2,71.0
201702026,6,PM10,224.0,39.0,74.0,95.0,68.5,70.0,33.0,26.0,-10.0,-19.0,0.49,23.0,西北偏北,7.2,76.0
201702027,7,PM10,114.5,42.25,74.0,87.66666666666669,61.0,174.5,32.0,30.0,-8.0,-18.0,0.45,23.0,西北偏北,10.8,57.0
201702028,8,PM10,53.8,47.75,34.0,90.66666666666669,78.66666666666667,129.33333333333334,48.0,34.0,-8.0,-18.0,0.45,23.0,西北偏北,10.8,53.0
201702029,9,PM10,63.0,53.25,40.0,91.5,72.0,199.0,43.5,89.0,-4.0,-18.0,0.34,23.0,西北偏北,14.4,58.0
2017020210,10,PM10,59.5,56.8,56.0,91.5,52.0,58.0,45.5,85.0,-1.0,-18.0,0.27,23.0,北,14.4,61.0
2017020211,11,PM10,65.25,63.2,62.0,97.66666666666669,67.0,63.0,46.66666666666666,85.0,1.0,-21.0,0.18,22.0,北,10.8,69.0
2017020212,12,PM10,67.5,61.33333333333334,69.0,93.66666666666669,67.0,63.0,52.33333333333334,62.5,3.0,-21.0,0.16,21.0,西北偏北,7.2,65.0
2017020213,13,PM10,70.33333333333333,70.0,73.0,93.66666666666669,67.0,155.0,51.66666666666666,62.5,4.0,-22.0,0.14,19.0,西北偏西,10.8,63.0
2017020214,14,PM10,77.33333333333333,76.5,81.0,93.66666666666669,67.0,180.0,35.5,62.5,5.0,-22.0,0.13,18.0,不定,7.2,67.0
2017020215,15,PM10,106.66666666666669,86.33333333333331,86.0,79.66666666666667,71.0,122.0,40.5,52.0,5.0,-21.0,0.14,17.0,西南,7.2,72.0
2017020216,16,PM10,117.75,89.4,92.5,76.33333333333333,77.0,152.66666666666666,57.66666666666666,65.0,5.0,-20.0,0.15,17.0,西南偏南,7.2,82.0
2017020217,17,PM10,134.5,111.0,100.75,74.5,102.0,156.5,55.5,65.0,3.0,-20.0,0.17,17.0,南,7.2,93.0
2017020218,18,PM10,151.5,133.0,123.0,84.0,89.0,171.25,82.66666666666667,79.0,2.0,-19.0,0.2,17.0,不定,3.6,106.0
2017020219,19,PM10,178.20000000000005,161.4,171.33333333333334,97.5,114.25,192.5,106.25,135.5,-2.0,-17.0,0.31,17.0,东南偏南,7.2,134.0
2017020220,20,PM10,210.75,182.0,191.0,106.66666666666669,129.5,210.33333333333331,133.0,127.0,-2.0,-16.0,0.34,17.0,不定,3.6,153.0
2017020221,21,PM10,212.66666666666663,198.0,194.75,104.5,168.0,227.25,116.33333333333331,108.0,-5.0,-16.0,0.43,17.0,东北偏东,7.2,165.0
2017020222,22,PM10,236.4,186.4,207.75,56.0,167.0,244.66666666666663,102.0,164.0,-4.0,-15.0,0.43,17.0,东南,3.6,170.0
2017020223,23,PM10,271.6666666666667,186.4,232.33333333333331,111.5,142.0,243.25,117.33333333333331,164.0,-6.0,-15.0,0.5,16.0,东北偏东,3.6,176.0
201702030,0,PM10,272.0,191.33333333333331,238.0,61.0,147.0,261.0,87.0,164.0,-7.0,-15.0,0.54,16.0,东,7.2,184.0
201702031,1,PM10,295.75,130.0,281.0,64.0,147.0,240.66666666666663,100.33333333333331,164.0,-6.0,-15.0,0.5,16.0,东北,3.6,180.0
201702032,2,PM10,312.6666666666667,148.66666666666666,220.5,71.5,122.0,244.5,111.66666666666669,164.0,-8.0,-15.0,0.58,16.0,东北偏北,3.6,166.0
201702033,3,PM10,301.0,137.5,253.0,63.0,110.0,244.5,106.33333333333331,164.0,-7.0,-15.0,0.54,16.0,不定,3.6,174.0
201702034,4,PM10,271.0,167.0,222.0,73.0,110.0,244.5,65.5,164.0,-8.0,-14.0,0.63,15.0,北,7.2,150.0
201702035,5,PM10,256.5,167.0,222.0,81.0,110.0,244.5,70.0,164.0,-7.0,-15.0,0.54,15.0,北,3.6,131.0
201702036,6,PM10,285.0,79.0,222.0,88.0,113.0,151.0,69.0,164.0,-7.0,-16.0,0.49,15.0,北,7.2,82.0
201702037,7,PM10,221.5,86.33333333333331,73.0,96.66666666666669,124.0,151.0,69.0,164.0,-7.0,-16.0,0.49,15.0,北,7.2,92.0
201702038,8,PM10,168.0,93.2,94.0,105.5,110.33333333333331,120.0,78.66666666666667,131.0,-7.0,-15.0,0.54,16.0,北,10.8,98.0
201702039,9,PM10,155.0,114.5,94.0,124.25,107.0,203.66666666666663,83.0,161.0,-3.0,-13.0,0.47,16.0,东北偏北,3.6,109.0
2017020310,10,PM10,142.5,105.75,94.0,170.0,119.0,203.66666666666663,69.0,141.0,0.0,-14.0,0.35,15.0,不定,3.6,111.0
2017020311,11,PM10,95.0,109.25,90.5,174.33333333333337,112.0,71.0,64.66666666666667,141.0,2.0,-17.0,0.24,15.0,西北偏北,7.2,94.0
2017020312,12,PM10,150.66666666666666,132.4,96.25,143.5,112.0,110.0,72.66666666666667,171.0,3.0,-16.0,0.24,14.0,西北偏西,7.2,99.0
2017020313,13,PM10,173.66666666666663,149.0,132.0,147.5,112.0,182.0,87.0,201.5,5.0,-17.0,0.19,12.0,不定,3.6,122.0
2017020314,14,PM10,200.0,151.0,136.0,171.0,126.0,156.0,120.0,167.0,5.0,-16.0,0.21,11.0,东,7.2,139.0
2017020315,15,PM10,237.0,187.0,195.5,151.0,150.0,236.33333333333331,165.0,213.0,6.0,-16.0,0.19,11.0,东南偏南,7.2,188.0
2017020316,16,PM10,250.0,251.4,244.0,151.0,199.0,245.5,178.66666666666663,213.0,6.0,-15.0,0.21,10.0,南,7.2,227.0
2017020317,17,PM10,271.6666666666667,271.4,278.0,117.5,238.0,262.0,229.33333333333331,266.0,4.0,-13.0,0.28,11.0,不定,3.6,242.0
2017020318,18,PM10,288.5,296.2,274.0,121.0,257.0,264.5,249.66666666666663,292.0,1.0,-13.0,0.35,11.0,无风,3.6,241.0
2017020319,19,PM10,287.0,335.0,310.5,135.0,252.5,379.5,295.0,250.0,1.0,-12.0,0.38,11.0,无风,3.6,277.0
2017020320,20,PM10,304.3333333333333,356.2,329.5,137.0,301.0,333.0,258.0,345.0,-2.0,-11.0,0.51,11.0,东南,3.6,304.0
2017020321,21,PM10,314.0,364.0,349.0,133.0,384.0,377.0,263.6666666666667,303.0,-4.0,-11.0,0.59,11.0,不定,3.6,311.0
2017020322,22,PM10,309.5,416.25,353.5,167.0,370.0,368.0,199.0,293.0,-3.0,-11.0,0.55,11.0,东,3.6,317.0
2017020323,23,PM10,324.0,381.66666666666674,348.0,179.0,370.0,353.0,185.0,363.0,-1.0,-10.0,0.51,11.0,东,7.2,308.0
201702040,0,PM10,325.5,371.66666666666674,365.0,195.0,370.0,353.0,193.0,363.0,-2.0,-10.0,0.55,11.0,东北,3.6,295.0
201702041,1,PM10,319.0,325.0,335.0,195.0,370.0,353.0,166.0,363.0,-1.0,-9.0,0.55,10.0,东北偏东,3.6,294.0
201702042,2,PM10,328.5,299.3333333333333,335.0,195.0,251.0,353.0,173.0,363.0,-1.0,-8.0,0.6,10.0,东北偏东,3.6,273.0
201702043,3,PM10,349.0,328.5,360.0,195.0,251.0,353.0,184.0,363.0,-1.0,-8.0,0.6,10.0,北,7.2,279.0
201702044,4,PM10,358.5,273.0,396.0,201.0,255.0,353.0,183.0,363.0,-1.0,-8.0,0.6,9.0,无风,7.2,280.0
201702045,5,PM10,347.5,289.0,374.0,201.0,299.0,353.0,198.0,363.0,-1.0,-8.0,0.6,9.0,北,3.6,303.0
201702046,6,PM10,384.5,307.5,387.5,201.0,299.0,353.0,186.0,363.0,-1.0,-8.0,0.6,9.0,东北偏北,3.6,323.0
201702047,7,PM10,415.0,336.0,391.5,199.0,215.0,353.0,195.0,363.0,-4.0,-9.0,0.69,9.0,东北偏北,3.6,336.0
201702048,8,PM10,387.5,316.25,407.0,242.0,294.0,353.0,216.0,363.0,-5.0,-10.0,0.68,9.0,东北偏北,7.2,311.0
201702049,9,PM10,400.5,340.0,407.0,246.0,294.0,353.0,244.0,363.0,-1.0,-9.0,0.55,10.0,东北偏北,7.2,293.0
2017020410,10,PM10,407.33333333333326,332.0,321.0,232.0,273.0,353.0,278.0,377.0,3.0,-10.0,0.38,9.0,西北偏北,10.8,302.0
2017020411,11,PM10,365.0,295.0,323.0,262.5,273.0,353.0,319.0,377.0,5.0,-9.0,0.36,9.0,不定,3.6,311.0
2017020412,12,PM10,360.5,330.0,327.0,76.0,273.0,311.0,308.0,377.0,6.0,-10.0,0.31,8.0,西北偏西,7.2,316.0
2017020413,13,PM10,375.0,342.0,344.0,58.0,273.0,311.0,276.0,377.0,7.0,-9.0,0.31,7.0,不定,3.6,322.0
2017020414,14,PM10,381.0,346.0,344.0,69.0,273.0,311.0,268.0,377.0,8.0,-8.0,0.32,6.0,不定,3.6,315.0
2017020415,15,PM10,392.0,316.0,399.0,62.5,273.0,311.0,270.0,377.0,9.0,-8.0,0.3,5.0,西南偏南,7.2,343.0
2017020416,16,PM10,393.5,374.0,382.0,67.0,273.0,370.0,288.6666666666667,377.0,9.0,-8.0,0.3,5.0,西南偏南,7.2,361.0
2017020417,17,PM10,414.5,406.0,406.5,42.333333333333336,331.0,382.5,258.5,377.0,8.0,-7.0,0.34,5.0,南,10.8,299.0
2017020418,18,PM10,411.0,450.33333333333326,406.0,23.66666666666667,361.0,374.5,301.5,377.0,7.0,-6.0,0.39,7.0,西南偏南,10.8,342.0
2017020419,19,PM10,427.5,493.0,425.0,29.0,361.0,388.0,341.0,377.0,8.0,-9.0,0.29,7.0,西北偏西,21.6,396.0
2017020420,20,PM10,481.0,523.0,425.0,34.0,361.0,388.0,346.0,449.0,6.0,-11.0,0.29,8.0,西北,18.0,346.0
2017020421,21,PM10,512.0,523.0,425.0,26.5,361.0,308.0,228.0,449.0,4.0,-11.0,0.33,9.0,西北偏北,14.4,82.0
2017020422,22,PM10,512.0,422.0,425.0,37.0,361.0,304.0,228.0,449.0,0.0,-11.0,0.44,9.0,不定,3.6,5.0
2017020423,23,PM10,512.0,422.0,425.0,23.0,361.0,548.0,228.0,449.0,-1.0,-9.0,0.55,10.0,不定,3.6,15.0
201702050,0,PM10,12.0,18.0,425.0,48.0,22.0,326.0,228.0,449.0,-4.0,-11.0,0.59,10.0,北,14.4,5.0
201702051,1,PM10,54.0,433.0,425.0,40.0,22.0,326.0,13.0,449.0,2.0,-12.0,0.35,10.0,西北偏西,7.2,17.0
201702052,2,PM10,43.0,18.0,425.0,45.33333333333334,22.0,326.0,13.0,449.0,-2.0,-10.0,0.55,10.0,不定,3.6,23.0
201702053,3,PM10,38.0,18.0,425.0,35.0,22.0,326.0,13.0,449.0,2.0,-11.0,0.38,10.0,西北偏西,18.0,26.0
